# Logfile created on 2011-09-01 04:11:53 +0100 by logger.rb/31641
I, [2011-09-01T04:11:53.357047 #70036]  INFO -- : NICK lolfo
I, [2011-09-01T04:14:00.714845 #70040]  INFO -- : :asimov.freenode.net 004 fufkco asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-01T04:14:00.714941 #70040]  INFO -- : :asimov.freenode.net 005 fufkco CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T04:14:00.715060 #70040]  INFO -- : :asimov.freenode.net 005 fufkco SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T04:14:00.715270 #70040]  INFO -- : :asimov.freenode.net 005 fufkco FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T04:14:00.715377 #70040]  INFO -- : :asimov.freenode.net 251 fufkco :There are 281 users and 61776 invisible on 28 servers
I, [2011-09-01T04:14:00.715477 #70040]  INFO -- : :asimov.freenode.net 252 fufkco 34 :IRC Operators online
I, [2011-09-01T04:14:00.715575 #70040]  INFO -- : :asimov.freenode.net 253 fufkco 7 :unknown connection(s)
I, [2011-09-01T04:14:00.715673 #70040]  INFO -- : :asimov.freenode.net 254 fufkco 43749 :channels formed
I, [2011-09-01T04:14:00.715770 #70040]  INFO -- : :asimov.freenode.net 255 fufkco :I have 6609 clients and 1 servers
I, [2011-09-01T04:14:00.715873 #70040]  INFO -- : :asimov.freenode.net 265 fufkco 6609 8143 :Current local users 6609, max 8143
I, [2011-09-01T04:14:00.716352 #70040]  INFO -- : :asimov.freenode.net 266 fufkco 62057 72826 :Current global users 62057, max 72826
I, [2011-09-01T04:14:00.716511 #70040]  INFO -- : :asimov.freenode.net 250 fufkco :Highest connection count: 8144 (8143 clients) (245916 connections received)
I, [2011-09-01T04:14:00.716835 #70040]  INFO -- : :asimov.freenode.net 375 fufkco :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T04:14:00.716936 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T04:14:00.717147 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T04:14:00.717280 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- this server!
I, [2011-09-01T04:14:00.717428 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.717662 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T04:14:00.717804 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T04:14:00.717899 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T04:14:00.717990 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Sky and hundreds of works of science fact and science
I, [2011-09-01T04:14:00.718076 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- fiction.
I, [2011-09-01T04:14:00.718161 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.718244 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T04:14:00.718328 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T04:14:00.718411 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.718493 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T04:14:00.718586 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T04:14:00.718706 #70040]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:14:00.848640 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T04:14:00.848814 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T04:14:00.848948 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.849203 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T04:14:00.849289 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T04:14:00.849367 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T04:14:00.849442 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T04:14:00.849519 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- support.
I, [2011-09-01T04:14:00.849593 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.849669 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- By connecting to freenode you indicate that you have read
I, [2011-09-01T04:14:00.849743 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T04:14:00.849816 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T04:14:00.849889 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- you that unauthorized public logging of channels on the
I, [2011-09-01T04:14:00.849963 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- network is prohibited. Public channel logging should only
I, [2011-09-01T04:14:00.850040 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- take place where the channel owner(s) has requested this
I, [2011-09-01T04:14:00.850117 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- and users of the channel are all made aware (if you are
I, [2011-09-01T04:14:00.850190 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- publically logging your channel, you may wish to keep a
I, [2011-09-01T04:14:00.851426 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T04:14:00.851551 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.851639 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T04:14:00.851941 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- are 13 years of age, or older. For more information about the
I, [2011-09-01T04:14:00.852058 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T04:14:00.852133 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- website at (http://www.coppa.org).
I, [2011-09-01T04:14:00.852206 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.852278 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T04:14:00.852352 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- indicates your acceptance of this policy. For details on
I, [2011-09-01T04:14:00.852427 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- freenode network policy, please take a look at our policy
I, [2011-09-01T04:14:00.852546 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T04:14:00.852650 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- the network!
I, [2011-09-01T04:14:00.852814 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.852997 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T04:14:00.853081 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T04:14:00.853161 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T04:14:00.853237 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T04:14:00.853316 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- [http://geeknic.org]
I, [2011-09-01T04:14:00.853391 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.855474 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T04:14:00.865771 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T04:14:00.866116 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.866317 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T04:14:00.866514 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T04:14:00.866712 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.866903 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Thank you for using freenode!
I, [2011-09-01T04:14:00.867221 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :-  
I, [2011-09-01T04:14:00.867304 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- ***************************************************************
I, [2011-09-01T04:14:00.867385 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T04:14:00.867461 #70040]  INFO -- : :asimov.freenode.net 372 fufkco :- ***************************************************************
I, [2011-09-01T04:14:00.867535 #70040]  INFO -- : :asimov.freenode.net 376 fufkco :End of /MOTD command.
I, [2011-09-01T04:14:00.867619 #70040]  INFO -- : JOIN #cramp
I, [2011-09-01T04:14:00.867690 #70040]  INFO -- : :fufkco MODE fufkco :+i
I, [2011-09-01T04:14:00.867802 #70040]  INFO -- : :asimov.freenode.net 432 * fuckfo :Erroneous Nickname
I, [2011-09-01T04:14:05.104234 #70040]  INFO -- : :fufkco!~fufkco@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:14:05.104808 #70040]  INFO -- : :fufkco!~fufkco@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:14:05.238305 #70040]  INFO -- : :asimov.freenode.net 353 fufkco = #cramp :fufkco lolfo lifo
I, [2011-09-01T04:14:05.238517 #70040]  INFO -- : :asimov.freenode.net 366 fufkco #cramp :End of /NAMES list.
I, [2011-09-01T04:14:09.025376 #70040]  INFO -- : PRIVMSG #cramp :sup
I, [2011-09-01T04:14:09.163191 #70040]  INFO -- : :fufkco!~fufkco@host86-160-160-200.range86-160.btcentralplus.com PRIVMSG #cramp :sup
I, [2011-09-01T04:14:16.587163 #70040]  INFO -- : :lifo!~lifo@unaffiliated/lifo PRIVMSG #cramp :welll
I, [2011-09-01T04:14:16.587515 #70040]  INFO -- : :lifo!~lifo@unaffiliated/lifo PRIVMSG #cramp :welll
I, [2011-09-01T04:14:32.431429 #70040]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:14:37.431599 #70040]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:14:37.433602 #70040]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:14:42.433718 #70040]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:14:42.434853 #70040]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:14:47.434975 #70040]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:16:02.117918 #70197]  INFO -- : NICK lolfo
I, [2011-09-01T04:16:02.118110 #70197]  INFO -- : USER lolfo 8 * :lolfo
I, [2011-09-01T04:16:02.251841 #70197]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T04:16:02.385599 #70197]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T04:16:02.385755 #70197]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T04:16:15.698898 #70197]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:16:15.705054 #70197]  INFO -- : :asimov.freenode.net 001 lolfo :Welcome to the freenode Internet Relay Chat Network lolfo
I, [2011-09-01T04:16:15.705217 #70197]  INFO -- : :asimov.freenode.net 002 lolfo :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-01T04:16:15.705435 #70197]  INFO -- : :asimov.freenode.net 003 lolfo :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-01T04:16:15.705519 #70197]  INFO -- : :asimov.freenode.net 004 lolfo asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-01T04:16:15.705581 #70197]  INFO -- : :asimov.freenode.net 005 lolfo CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T04:16:15.705665 #70197]  INFO -- : :asimov.freenode.net 005 lolfo SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T04:16:15.705746 #70197]  INFO -- : :asimov.freenode.net 005 lolfo FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T04:16:15.705824 #70197]  INFO -- : :asimov.freenode.net 251 lolfo :There are 281 users and 61763 invisible on 28 servers
I, [2011-09-01T04:16:15.705896 #70197]  INFO -- : :asimov.freenode.net 252 lolfo 34 :IRC Operators online
I, [2011-09-01T04:16:15.705971 #70197]  INFO -- : :asimov.freenode.net 253 lolfo 6 :unknown connection(s)
I, [2011-09-01T04:16:15.706043 #70197]  INFO -- : :asimov.freenode.net 254 lolfo 43745 :channels formed
I, [2011-09-01T04:16:15.706112 #70197]  INFO -- : :asimov.freenode.net 255 lolfo :I have 6604 clients and 1 servers
I, [2011-09-01T04:16:15.706188 #70197]  INFO -- : :asimov.freenode.net 265 lolfo 6604 8143 :Current local users 6604, max 8143
I, [2011-09-01T04:16:15.706336 #70197]  INFO -- : :asimov.freenode.net 266 lolfo 62044 72826 :Current global users 62044, max 72826
I, [2011-09-01T04:16:15.706539 #70197]  INFO -- : :asimov.freenode.net 250 lolfo :Highest connection count: 8144 (8143 clients) (245961 connections received)
I, [2011-09-01T04:16:15.706673 #70197]  INFO -- : :asimov.freenode.net 375 lolfo :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T04:16:15.706813 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T04:16:15.707024 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T04:16:15.707100 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- this server!
I, [2011-09-01T04:16:15.707208 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:16:15.707277 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T04:16:15.707346 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T04:16:15.707422 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T04:16:15.707491 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- Sky and hundreds of works of science fact and science
I, [2011-09-01T04:16:15.707565 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- fiction.
I, [2011-09-01T04:16:15.707632 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:16:15.707699 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T04:16:15.707772 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T04:16:15.707887 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:16:15.707956 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T04:16:15.708031 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T04:16:15.708099 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T04:16:15.835442 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T04:16:15.835622 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:16:15.835698 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T04:16:15.835770 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T04:16:15.835850 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T04:16:15.835919 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T04:16:15.835998 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- support.
I, [2011-09-01T04:16:15.836068 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :-  
I, [2011-09-01T04:16:15.836137 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- By connecting to freenode you indicate that you have read
I, [2011-09-01T04:16:15.836213 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T04:16:15.836282 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T04:16:15.836353 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- you that unauthorized public logging of channels on the
I, [2011-09-01T04:16:15.836428 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- network is prohibited. Public channel logging should only
I, [2011-09-01T04:16:15.836498 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- take place where the channel owner(s) has requested this
I, [2011-09-01T04:16:15.836572 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- and users of the channel are all made aware (if you are
I, [2011-09-01T04:16:15.836643 #70197]  INFO -- : :asimov.freenode.net 372 lolfo :- publically logging your channel, you may wish to keep a
